2021-12-01T05:00 45
2021-12-01T05:30 7
2021-12-01T06:00 25
2021-12-01T06:30 32
2021-12-01T07:00 36
2021-12-01T07:30 29
2021-12-01T08:00 18
2021-12-01T08:30 34
2021-12-01T09:00 23
2021-12-01T09:30 3
2021-12-01T10:00 0
2021-12-01T10:30 24
2021-12-01T11:00 24
2021-12-01T11:30 4
2021-12-01T12:00 0
2021-12-01T12:30 13
2021-12-01T13:00 46
2021-12-01T13:30 47
2021-12-01T14:00 43
2021-12-01T14:30 1
2021-12-01T15:00 13
2021-12-01T15:30 4
2021-12-01T16:00 28
2021-12-01T16:30 10
2021-12-01T17:00 21
2021-12-01T17:30 15
2021-12-01T18:00 18
2021-12-01T18:30 3
2021-12-01T19:00 45
2021-12-01T19:30 33
2021-12-01T20:00 4
2021-12-01T20:30 9
2021-12-01T21:00 30
2021-12-01T21:30 6
2021-12-01T22:00 25
2021-12-01T22:30 17
2021-12-01T23:00 49
2021-12-01T23:30 37
2021-12-02T00:00 5
2021-12-02T00:30 20
2021-12-02T01:00 5
2021-12-02T01:30 45
2021-12-02T02:00 30
2021-12-02T02:30 41
2021-12-02T03:00 46
2021-12-02T03:30 7
2021-12-02T04:00 18
2021-12-02T04:30 48
2021-12-02T05:00 16
2021-12-02T05:30 3
2021-12-02T06:00 8
2021-12-02T06:30 28
2021-12-02T07:00 46
2021-12-02T07:30 41
2021-12-02T08:00 35
2021-12-02T08:30 40
2021-12-02T09:00 18
2021-12-02T09:30 42
2021-12-02T10:00 0
2021-12-02T10:30 0
2021-12-02T11:00 44
2021-12-02T11:30 8
2021-12-02T12:00 6
2021-12-02T12:30 26
2021-12-02T13:00 31
2021-12-02T13:30 31
2021-12-02T14:00 6
2021-12-02T14:30 4
2021-12-02T15:00 35
2021-12-02T15:30 16
2021-12-02T16:00 28
2021-12-02T16:30 36
2021-12-02T17:00 47
2021-12-02T17:30 39
2021-12-02T18:00 41
2021-12-02T18:30 4
2021-12-02T19:00 9
2021-12-02T19:30 16
2021-12-02T20:00 11
2021-12-02T20:30 29
2021-12-02T21:00 42
2021-12-02T21:30 8
2021-12-02T22:00 34
2021-12-02T22:30 28
2021-12-02T23:00 4
2021-12-02T23:30 29
2021-12-03T00:00 32
2021-12-03T00:30 46
2021-12-03T01:00 5
2021-12-03T01:30 41
2021-12-03T02:00 47
2021-12-03T02:30 48
2021-12-03T03:00 12
2021-12-03T03:30 32
2021-12-03T04:00 37
2021-12-03T04:30 8
2021-12-03T05:00 31
2021-12-03T05:30 6
2021-12-03T06:00 40
2021-12-03T06:30 19
2021-12-03T07:00 6
2021-12-03T07:30 38
2021-12-03T08:00 47
2021-12-03T08:30 4
2021-12-03T09:00 33
2021-12-03T09:30 2
2021-12-03T10:00 19
2021-12-03T10:30 35
2021-12-03T11:00 1
2021-12-03T11:30 10
2021-12-03T12:00 35
2021-12-03T12:30 10
2021-12-03T13:00 16
2021-12-03T13:30 35
2021-12-03T14:00 40
2021-12-03T14:30 16
2021-12-03T15:00 6
2021-12-03T15:30 0
2021-12-03T16:00 36
2021-12-03T16:30 8
2021-12-03T17:00 39
2021-12-03T17:30 26
2021-12-03T18:00 29
2021-12-03T18:30 8
2021-12-03T19:00 10
2021-12-03T19:30 23
2021-12-03T20:00 23
2021-12-03T20:30 8
2021-12-03T21:00 17
2021-12-03T21:30 38
2021-12-03T22:00 17
2021-12-03T22:30 4
2021-12-03T23:00 27
2021-12-03T23:30 35
2021-12-04T00:00 36
2021-12-04T00:30 25
2021-12-04T01:00 41
2021-12-04T01:30 2
2021-12-04T02:00 6
2021-12-04T02:30 21
2021-12-04T03:00 47
2021-12-04T03:30 7
2021-12-04T04:00 32
